policy,reference,level,test,family,horizon,cell,env_id,cap,source_test,delta,lo,hi,se,win,n_cells,n_episodes,n_envs,cluster_lo,cluster_hi,cluster_se,cluster_p,cluster_p_sign,cluster_boot_t_lo,cluster_boot_t_hi,cluster_pct_lo,cluster_pct_hi,cluster_min_env,cluster_max_env,cluster_degenerate,cluster_method,regret,regret_ref,k_final,k_final_deployed,k_final_ref,search_frac,search_frac_ref
phi_k16,uniform,cell,A,A,100,beta_rare_excellent_T100_cap61,beta_rare_excellent,61,capmatch,-0.008444903193740173,-0.012336454609723296,-0.004578686039004243,0.0019969563650028047,0.5235,1,2000,1,,,,,,,,,,,,False,none,0.17165875413897447,0.18010365733271463,58.59,60.942,50.88,0.5774489795918366,0.4987755102040816
phi_k16,uniform,cell,A,A,200,beta_rare_excellent_T200_cap64,beta_rare_excellent,64,A,0.00010102061554789543,-0.0004265686211176215,0.0005907890684902668,0.00025357489782236133,0.4995,1,2000,1,,,,,,,,,,,,False,none,0.17293234672769905,0.17283132611215116,64.0,64.0,64.0,0.31313131313131315,0.31313131313131315
phi_k16,uniform,cell,A,A,50,beta_rare_excellent_T50_cap36,beta_rare_excellent,36,capmatch,-0.0016339050458918792,-0.006032936502668598,0.0027993572865758314,0.002240916456779683,0.5022500000000001,1,2000,1,,,,,,,,,,,,False,none,0.16915055669388676,0.17078446173977863,34.207,35.936,26.0865,0.6709791666666667,0.5018020833333334
phi_k16,uniform,cell,A,A,100,beta_skewed_T100_cap54,beta_skewed,54,capmatch,-0.011855517856776715,-0.01653855595411733,-0.007125143246725203,0.002383510503098377,0.5205,1,2000,1,,,,,,,,,,,,False,none,0.1792675096988678,0.1911230275556445,50.129,54.469,50.2405,0.49111224489795924,0.4922500000000001
phi_k16,uniform,cell,A,A,200,beta_skewed_T200_cap64,beta_skewed,64,A,-0.0011026001423597336,-0.0020570172652602196,-0.00021280210018157983,0.0004749537817940781,0.502,1,2000,1,,,,,,,,,,,,False,none,0.15328498454391956,0.1543875846862793,63.944,63.944,64.0,0.3128484848484849,0.31313131313131315
phi_k16,uniform,cell,A,A,50,beta_skewed_T50_cap34,beta_skewed,34,capmatch,-0.018937799293315037,-0.025985753405769356,-0.012194326615444156,0.0035430138107731216,0.5257499999999999,1,2000,1,,,,,,,,,,,,False,none,0.19052575742686167,0.20946355672017672,33.0,33.504,25.9875,0.6458333333333333,0.49973958333333335
phi_k16,uniform,cell,A,B,100,tail_b0.5_mu1.0_c1.0_T100_cap18,tail_b0.5_mu1.0_c1.0,18,capmatch,-0.0002184343934059143,-0.0010003460653126236,0.0005587684564292429,0.00039923017884688217,0.50525,1,2000,1,,,,,,,,,,,,False,none,0.01849926295876503,0.018717697352170944,18.0,18.056,18.0,0.16326530612244897,0.16326530612244897
phi_k16,uniform,cell,A,B,200,tail_b0.5_mu1.0_c1.0_T200_cap19,tail_b0.5_mu1.0_c1.0,19,capmatch,0.00046064284443855287,2.932608500123028e-05,0.000906522463262081,0.0002266783573563058,0.49524999999999997,1,2000,1,,,,,,,,,,,,False,none,0.010461426645517349,0.010000783801078796,18.064,19.024,19.0,0.08113131313131312,0.08585858585858586
phi_k16,uniform,cell,A,B,50,tail_b0.5_mu1.0_c1.0_T50_cap18,tail_b0.5_mu1.0_c1.0,18,capmatch,-0.005143630936741829,-0.007266815214604139,-0.0031209505371749403,0.001046047973722346,0.51875,1,2000,1,,,,,,,,,,,,False,none,0.036064404517412184,0.04120803545415402,18.0,18.0,17.992,0.33333333333333326,0.3331666666666666
phi_k16,uniform,cell,A,B,100,tail_b1.0_mu0.9_c2.0_T100_cap19,tail_b1.0_mu0.9_c2.0,19,capmatch,5.1240414381027224e-05,-0.0017586552709341044,0.0018239425081759686,0.0009216592497714654,0.499,1,2000,1,,,,,,,,,,,,False,none,0.06461855728924275,0.06456731687486171,18.0515,18.824,19.0,0.16379081632653064,0.17346938775510207
phi_k16,uniform,cell,A,B,200,tail_b1.0_mu0.9_c2.0_T200_cap27,tail_b1.0_mu0.9_c2.0,27,capmatch,-0.000494316965341568,-0.0018365173175930974,0.0008822956092655649,0.0006934666948563006,0.5035000000000001,1,2000,1,,,,,,,,,,,,False,none,0.048442827582359314,0.04893714454770088,23.211,27.304,27.0,0.10712626262626265,0.12626262626262627
phi_k16,uniform,cell,A,B,50,tail_b1.0_mu0.9_c2.0_T50_cap18,tail_b1.0_mu0.9_c2.0,18,capmatch,-0.002529567211866379,-0.004581563786789773,-0.0004907639130949983,0.001060518847644408,0.5065,1,2000,1,,,,,,,,,,,,False,none,0.08671449080109596,0.08924405801296234,18.0,18.032,17.989,0.33333333333333326,0.33310416666666665
phi_k16,uniform,cell,A,B,100,tail_b2.0_mu1.0_c1.0_T100_cap33,tail_b2.0_mu1.0_c1.0,33,capmatch,-0.0010200150161981583,-0.0033923343352973458,0.0013539489496499292,0.0012210381176759805,0.4995,1,2000,1,,,,,,,,,,,,False,none,0.11889209040254355,0.1199121054187417,30.6525,33.444,33.0,0.29237244897959186,0.3163265306122449
phi_k16,uniform,cell,A,B,200,tail_b2.0_mu1.0_c1.0_T200_cap52,tail_b2.0_mu1.0_c1.0,52,capmatch,0.0015610414445400237,-0.0002276057254523038,0.003393571553379295,0.0009225330313441443,0.496,1,2000,1,,,,,,,,,,,,False,none,0.09925314395129681,0.09769210250675678,47.687,52.363,52.0,0.23074242424242425,0.25252525252525254
phi_k16,uniform,cell,A,B,50,tail_b2.0_mu1.0_c1.0_T50_cap23,tail_b2.0_mu1.0_c1.0,23,capmatch,-0.009006051786243915,-0.013967527142912148,-0.004119131420366468,0.00249374283556479,0.524,1,2000,1,,,,,,,,,,,,False,none,0.14900679430365563,0.15801284608989954,19.55,22.968,22.6665,0.3656249999999999,0.43055208333333334
phi_k16,uniform,cell,A,B,100,tail_b8.0_mu1.0_c1.0_T100_cap60,tail_b8.0_mu1.0_c1.0,60,capmatch,-0.007404157708398998,-0.011357579477713443,-0.003547927226533649,0.001974825040896373,0.51825,1,2000,1,,,,,,,,,,,,False,none,0.18614692583167924,0.19355108354007824,56.915,59.733,51.16,0.5603571428571429,0.5016326530612245
phi_k16,uniform,cell,A,B,200,tail_b8.0_mu1.0_c1.0_T200_cap64,tail_b8.0_mu1.0_c1.0,64,A,2.1398261189460753e-05,-0.0003084155227988958,0.0003237233508378265,0.00016050648537499227,0.5,1,2000,1,,,,,,,,,,,,False,none,0.1765382099557901,0.17651681169460062,64.0,64.0,64.0,0.31313131313131315,0.31313131313131315
phi_k16,uniform,cell,A,B,50,tail_b8.0_mu1.0_c1.0_T50_cap36,tail_b8.0_mu1.0_c1.0,36,capmatch,-0.008538023258559405,-0.013390720644558313,-0.003631662404059899,0.002484243515592481,0.52075,1,2000,1,,,,,,,,,,,,False,none,0.17426133800577373,0.18279936126433313,34.096,35.552,25.9055,0.6686666666666665,0.49803125
phi_k16,uniform,cell,C,C,100,mix_broad_low_narrow_high_T100_cap29,mix_broad_low_narrow_high,29,capmatch,-0.0016264480054378509,-0.0034078521803021433,0.00011102850139141082,0.0009016819311407457,0.50525,1,2000,1,,,,,,,,,,,,False,none,0.06847557391226292,0.07010202191770076,25.3445,29.436,29.0,0.2382091836734694,0.2755102040816326
phi_k16,uniform,cell,C,C,200,mix_broad_low_narrow_high_T200_cap45,mix_broad_low_narrow_high,45,capmatch,-0.000679716631770134,-0.0017975971024483442,0.00041361899115145186,0.000553431293836682,0.504,1,2000,1,,,,,,,,,,,,False,none,0.05371803110837937,0.0543977477401495,39.834,44.781,45.0,0.19108080808080807,0.21717171717171715
phi_k16,uniform,cell,C,C,50,mix_broad_low_narrow_high_T50_cap21,mix_broad_low_narrow_high,21,capmatch,-0.007918056048452854,-0.012122009567543864,-0.0037236404839903125,0.002168190405283361,0.51825,1,2000,1,,,,,,,,,,,,False,none,0.09217508101463318,0.10009313706308604,18.582,21.104,20.906,0.34545833333333326,0.3938749999999999
phi_k16,uniform,cell,C,C,100,mix_bulk_half_tiny_cluster_high_T100_cap28,mix_bulk_half_tiny_cluster_high,28,capmatch,0.008854111820459367,0.004662591233476996,0.013178027196228504,0.0021625043624904426,0.48575,1,2000,1,,,,,,,,,,,,False,none,0.15648619762063026,0.1476320858001709,24.011,27.697,28.0,0.22460204081632662,0.2653061224489796
phi_k16,uniform,cell,C,C,200,mix_bulk_half_tiny_cluster_high_T200_cap42,mix_bulk_half_tiny_cluster_high,42,capmatch,0.008770073711872101,0.005423900010436774,0.012328690560534592,0.0017576625861908533,0.48425,1,2000,1,,,,,,,,,,,,False,none,0.10266499435901642,0.09389492064714432,37.491,42.283,42.0,0.17924747474747474,0.20202020202020202
phi_k16,uniform,cell,C,C,50,mix_bulk_half_tiny_cluster_high_T50_cap19,mix_bulk_half_tiny_cluster_high,19,capmatch,-0.0056812242716550825,-0.010365975584834812,-0.0010988589286804208,0.0023609721119062657,0.51,1,2000,1,,,,,,,,,,,,False,none,0.19592515434324742,0.2016063786149025,18.0385,18.616,18.9765,0.33413541666666663,0.35367708333333336
phi_k16,uniform,cell,C,C,100,mix_many_mediocre_rare_excellent_T100_cap26,mix_many_mediocre_rare_excellent,26,capmatch,0.0077423201203346255,0.004284250904992223,0.011287369660288094,0.00179405262758678,0.48250000000000004,1,2000,1,,,,,,,,,,,,False,none,0.15934326366335153,0.1516009435430169,22.069,26.217,26.0,0.20478571428571427,0.24489795918367344
phi_k16,uniform,cell,C,C,200,mix_many_mediocre_rare_excellent_T200_cap40,mix_many_mediocre_rare_excellent,40,capmatch,0.0025852718949317933,7.718398645520221e-05,0.004951227118074894,0.001244041149596204,0.49225,1,2000,1,,,,,,,,,,,,False,none,0.11658980455994607,0.11400453266501427,35.802,39.748,40.0,0.1707171717171717,0.1919191919191919
phi_k16,uniform,cell,C,C,50,mix_many_mediocre_rare_excellent_T50_cap19,mix_many_mediocre_rare_excellent,19,capmatch,-0.006396659702062607,-0.010437667094171045,-0.0023185415152460346,0.002051619297011347,0.513,1,2000,1,,,,,,,,,,,,False,none,0.16878440456092358,0.17518106426298619,18.0375,18.6,18.9595,0.33411458333333327,0.3533229166666667
phi_k16,uniform,pooled,A,all,all,,all,matched,,-0.0033531317023528877,-0.0039708638746507865,-0.0027385479901474957,0.0003142938567269273,0.5068333333333334,24,48000,8,-0.006111991009336466,-0.0005942723953693096,0.0011667220722807194,0.02385602724644553,0.0078125,-0.010692390180668955,-0.0014586102571227172,-0.005716274199978216,-0.001548597496738997,,,False,env_mean_t,0.11900654109231679,0.12235967279466968,33.52308333333334,35.26058333333334,33.11922916666666,0.33106395078549095,0.3149686882644472
phi_k16,uniform,horizon,A,all,50,,all,matched,,-0.006565164321913471,-0.008016628187731476,-0.0050931060835043345,0.0007425552105072784,0.5145000000000001,8,16000,8,-0.011380124440774755,-0.0017502042030521853,0.0020362474569132847,0.014569383755472223,0.0078125,-0.014732259638936013,-0.0030850732458786658,-0.010720676547061884,-0.0033747311093065046,,,False,env_mean_t,0.13069144359983148,0.13725660792174496,24.114312499999997,25.122,21.697625,0.46071484374999994,0.4103671875
phi_k16,uniform,horizon,A,all,100,,all,matched,,-0.0038074909562419634,-0.004856469410495628,-0.0027505063974305817,0.0005334841003561088,0.50834375,8,16000,8,-0.007719429905003791,0.0001044479925198646,0.001654359649795011,0.054870549872164914,0.015625,-0.008685659986525079,-0.00042288415181332894,-0.007041060457691491,-0.0011439347559353337,,,False,env_mean_t,0.11933350785463698,0.12314099881087895,34.316,36.4405,33.535062499999995,0.3297551020408164,0.32178635204081635
phi_k16,uniform,horizon,A,all,200,,all,matched,,0.00031326017109677194,-0.0001442163561936467,0.0007726060648681595,0.0002361697439757452,0.49765625,8,16000,8,-0.0005090042179388996,0.0011355245601324436,0.00034773575060891964,0.3975978637647673,0.3515625,-0.00039348845984917946,0.001390794241205309,-0.0002933107269927859,0.000955141959246248,,,False,env_mean_t,0.1069946718224819,0.10668141165138513,42.1389375,44.21925,44.125,0.20272190656565658,0.21275252525252528
phi_k16,uniform,pooled,C,all,all,,all,matched,,0.0006277414320243732,-0.0005444202964918479,0.0017778835463027154,0.0005911375743980476,0.49947222222222226,9,18000,3,,,,,,,,,,-0.0034080735618869464,0.003980987086892128,True,range,0.12379583390471008,0.12316809247268573,26.578833333333332,29.831333333333337,29.871333333333332,0.24692785851714424,0.27752226631393295
phi_k16,uniform,horizon,C,all,50,,all,matched,,-0.0066653133407235145,-0.009126527794574697,-0.004219450978313883,0.0012609377978915544,0.5137499999999999,3,6000,3,,,,,,,,,,-0.007918056048452854,-0.0056812242716550825,True,range,0.15229487997293473,0.15896019331365824,18.219333333333335,19.44,19.614,0.3379027777777777,0.36695833333333333
phi_k16,uniform,horizon,C,all,100,,all,matched,,0.004989994645118714,0.0030639386174579463,0.006917916419232883,0.0009835330576014312,0.4911666666666667,3,6000,3,,,,,,,,,,-0.0016264480054378509,0.008854111820459367,True,range,0.12810167839874823,0.12311168375362952,23.808166666666665,27.78333333333333,27.666666666666668,0.2225323129251701,0.2619047619047619
phi_k16,uniform,horizon,C,all,200,,all,matched,,0.00355854299167792,0.002097645268465082,0.005042875981827577,0.0007494176314399602,0.49350000000000005,3,6000,3,,,,,,,,,,-0.000679716631770134,0.008770073711872101,True,range,0.09099094334244728,0.08743240035076937,37.709,42.27066666666666,42.333333333333336,0.18034848484848484,0.2037037037037037
phi_k16_perstep,always_search,cell,A,A,100,beta_good_common_T100_cap11,beta_good_common,11,capmatch,0.0009961284697055817,-0.0002035244919359683,0.002189561422914266,0.0006099280932743771,0.4925,1,2000,1,,,,,,,,,,,,False,none,0.08053319850564003,0.07953707003593445,9.935,11.142,11.0,0.08096938775510204,0.09183673469387756
phi_k16_perstep,always_search,cell,A,A,200,beta_good_common_T200_cap17,beta_good_common,17,capmatch,0.002588242292404175,0.0016619242303073409,0.0035285156637430183,0.0004847969062750918,0.48174999999999996,1,2000,1,,,,,,,,,,,,False,none,0.06321572917699814,0.06062748688459396,15.303,16.6265,17.0,0.06718686868686871,0.07575757575757576
phi_k16_perstep,always_search,cell,A,A,50,beta_good_common_T50_cap8,beta_good_common,8,capmatch,0.0005387477874755859,-0.0011008868381381033,0.002139299523830413,0.0008118788204295667,0.502,1,2000,1,,,,,,,,,,,,False,none,0.10105502635240554,0.10051627856492996,7.0815,7.869,8.0,0.10586458333333335,0.125
phi_k16_perstep,always_search,cell,A,A,100,beta_mostly_mediocre_T100_cap23,beta_mostly_mediocre,23,capmatch,-0.0011107388883829117,-0.0031685933396220205,0.0009154250323772429,0.0010532184607708335,0.50625,1,2000,1,,,,,,,,,,,,False,none,0.145045628413558,0.14615636730194093,20.858,22.764,23.0,0.19242857142857145,0.21428571428571427
phi_k16_perstep,always_search,cell,A,A,200,beta_mostly_mediocre_T200_cap39,beta_mostly_mediocre,39,capmatch,-0.001411150261759758,-0.0034401921633630973,0.0005650997754186349,0.0010309268139927603,0.50625,1,2000,1,,,,,,,,,,,,False,none,0.13450641000270844,0.1359175602644682,35.1145,39.158,39.0,0.16724494949494947,0.1868686868686869
phi_k16_perstep,always_search,cell,A,A,50,beta_mostly_mediocre_T50_cap15,beta_mostly_mediocre,15,capmatch,-0.0022965540140867232,-0.0045243388317525385,-0.00011563952118158424,0.0011508939280452,0.50475,1,2000,1,,,,,,,,,,,,False,none,0.1434166117310524,0.14571316574513912,13.509,14.892,15.0,0.23977083333333338,0.27083333333333337
phi_k16_perstep,always_search,cell,A,A,100,beta_rare_excellent_T100_cap64,beta_rare_excellent,64,A,-0.00039719432964920997,-0.0008961769544519483,-6.1036874540150875e-06,0.00023111751694632326,0.50075,1,2000,1,,,,,,,,,,,,False,none,0.16999403177993372,0.17039122610958293,63.563,63.563,64.0,0.6281938775510205,0.6326530612244898
phi_k16_perstep,always_search,cell,A,A,200,beta_rare_excellent_T200_cap64,beta_rare_excellent,64,A,0.0,0.0,0.0,0.0,0.5,1,2000,1,,,,,,,,,,,,False,none,0.17293234672769905,0.17293234672769905,64.0,64.0,64.0,0.31313131313131315,0.31313131313131315
phi_k16_perstep,always_search,cell,A,A,50,beta_rare_excellent_T50_cap41,beta_rare_excellent,41,capmatch,-0.002802052240585908,-0.005227499672072007,-0.0004770150175259916,0.0012211046054131718,0.50425,1,2000,1,,,,,,,,,,,,False,none,0.1596345151182759,0.1624365673588618,38.752,41.13,41.0,0.7656666666666666,0.8125
phi_k16_perstep,always_search,cell,A,A,100,beta_skewed_T100_cap59,beta_skewed,59,capmatch,-0.0010349348783493043,-0.003437786468863487,0.0013339290663599965,0.0012295449221690004,0.5025,1,2000,1,,,,,,,,,,,,False,none,0.1679904498644173,0.16902538474276663,55.8715,59.2395,59.0,0.5497091836734694,0.5816326530612244
phi_k16_perstep,always_search,cell,A,A,200,beta_skewed_T200_cap64,beta_skewed,64,A,-8.786767721176147e-06,-0.00026016730070114135,0.00023380699753761293,0.00011662551455967865,0.5,1,2000,1,,,,,,,,,,,,False,none,0.15334396190941335,0.15335274867713453,63.9635,63.9635,64.0,0.3129469696969697,0.31313131313131315
phi_k16_perstep,always_search,cell,A,A,50,beta_skewed_T50_cap35,beta_skewed,35,capmatch,0.0012973993271589278,-0.002432654810231178,0.004940421958174555,0.001878147954682751,0.50025,1,2000,1,,,,,,,,,,,,False,none,0.17325213542860002,0.17195473610144107,31.6485,34.641,35.0,0.6176770833333334,0.6875
phi_k16_perstep,always_search,cell,A,B,100,tail_b0.5_mu1.0_c1.0_T100_cap10,tail_b0.5_mu1.0_c1.0,10,capmatch,0.00046361413598060606,-6.452440321445454e-05,0.0009887531667947768,0.0002686549745507715,0.4955,1,2000,1,,,,,,,,,,,,False,none,0.02335346242785454,0.022889848291873932,8.9225,10.048,10.0,0.07063775510204082,0.08163265306122448
phi_k16_perstep,always_search,cell,A,B,200,tail_b0.5_mu1.0_c1.0_T200_cap15,tail_b0.5_mu1.0_c1.0,15,capmatch,0.0010218594670295714,0.0006379957921802998,0.0014183574110269545,0.00020190450759126463,0.48375,1,2000,1,,,,,,,,,,,,False,none,0.012938630551099777,0.011916771084070205,13.296,14.725,15.0,0.057050505050505046,0.06565656565656565
phi_k16_perstep,always_search,cell,A,B,50,tail_b0.5_mu1.0_c1.0_T50_cap7,tail_b0.5_mu1.0_c1.0,7,capmatch,0.00029191941022872926,-0.0005916512273252007,0.0011838764794170854,0.0004578548201547608,0.49975,1,2000,1,,,,,,,,,,,,False,none,0.04219252637028694,0.04190060696005821,6.403,7.4215,7.0,0.09172916666666667,0.10416666666666669
phi_k16_perstep,always_search,cell,A,B,100,tail_b1.0_mu0.9_c2.0_T100_cap14,tail_b1.0_mu0.9_c2.0,14,capmatch,-0.00040193954110145566,-0.0016973903089761734,0.000916175179928541,0.0006683881161171798,0.498,1,2000,1,,,,,,,,,,,,False,none,0.0666090537905693,0.06701099333167077,12.6815,14.032,14.0,0.10899489795918364,0.12244897959183672
phi_k16_perstep,always_search,cell,A,B,200,tail_b1.0_mu0.9_c2.0_T200_cap22,tail_b1.0_mu0.9_c2.0,22,capmatch,0.0005613278448581696,-0.0005988820396363731,0.0017488325610756866,0.0005902915012638626,0.5,1,2000,1,,,,,,,,,,,,False,none,0.047633152604103085,0.04707182475924492,19.791,21.5245,22.0,0.08985353535353535,0.10101010101010101
phi_k16_perstep,always_search,cell,A,B,50,tail_b1.0_mu0.9_c2.0_T50_cap10,tail_b1.0_mu0.9_c2.0,10,capmatch,0.0018396588861942292,-0.00017569558955728913,0.0038479705307632684,0.001016541371808408,0.49675,1,2000,1,,,,,,,,,,,,False,none,0.08596184624731541,0.08412218736112118,8.619,9.5225,10.0,0.13789583333333336,0.16666666666666663
phi_k16_perstep,always_search,cell,A,B,100,tail_b2.0_mu1.0_c1.0_T100_cap30,tail_b2.0_mu1.0_c1.0,30,capmatch,0.003889353275299072,0.0014927343517541886,0.006294232088327407,0.001214577530713377,0.489,1,2000,1,,,,,,,,,,,,False,none,0.1265481500774622,0.12265879680216313,26.355,30.2465,30.0,0.24852040816326526,0.2857142857142856
phi_k16_perstep,always_search,cell,A,B,200,tail_b2.0_mu1.0_c1.0_T200_cap51,tail_b2.0_mu1.0_c1.0,51,capmatch,0.0015701128393411637,-0.0002251454208046191,0.0034195217207074165,0.0009369114234368187,0.495,1,2000,1,,,,,,,,,,,,False,none,0.09934254895150661,0.09777243611216545,45.478,50.8745,51.0,0.21958585858585855,0.24747474747474743
phi_k16_perstep,always_search,cell,A,B,50,tail_b2.0_mu1.0_c1.0_T50_cap19,tail_b2.0_mu1.0_c1.0,19,capmatch,-0.0006590369492769241,-0.0034115421891212465,0.002007996543496847,0.0013895974654050825,0.50175,1,2000,1,,,,,,,,,,,,False,none,0.15385344602167605,0.154512482970953,16.7605,18.9745,19.0,0.3075104166666666,0.3541666666666667
phi_k16_perstep,always_search,cell,A,B,100,tail_b8.0_mu1.0_c1.0_T100_cap63,tail_b8.0_mu1.0_c1.0,63,capmatch,0.00022148273140192032,-0.00041437818799167867,0.0008400220219045877,0.0003187420997474768,0.49875,1,2000,1,,,,,,,,,,,,False,none,0.182116248622071,0.18189476589066908,62.157,63.0515,63.0,0.6138469387755101,0.6224489795918368
phi_k16_perstep,always_search,cell,A,B,200,tail_b8.0_mu1.0_c1.0_T200_cap64,tail_b8.0_mu1.0_c1.0,64,A,0.0,0.0,0.0,0.0,0.5,1,2000,1,,,,,,,,,,,,False,none,0.1765382099557901,0.1765382099557901,64.0,64.0,64.0,0.31313131313131315,0.31313131313131315
phi_k16_perstep,always_search,cell,A,B,50,tail_b8.0_mu1.0_c1.0_T50_cap40,tail_b8.0_mu1.0_c1.0,40,capmatch,-0.002710244017187506,-0.0053016788786160755,-0.00014440662938868678,0.0013257656235421535,0.5075000000000001,1,2000,1,,,,,,,,,,,,False,none,0.16833339672372677,0.17104364074091427,37.355,39.83,40.0,0.7365625,0.7916666666666665
phi_k16_perstep,always_search,cell,C,C,100,mix_broad_low_narrow_high_T100_cap25,mix_broad_low_narrow_high,25,capmatch,-0.0007750338464975358,-0.002043819900602102,0.00043579468764364703,0.0006411503937736193,0.50375,1,2000,1,,,,,,,,,,,,False,none,0.06848400875926018,0.06925904260575771,21.791,25.1195,25.0,0.20194897959183672,0.23469387755102036
phi_k16_perstep,always_search,cell,C,C,200,mix_broad_low_narrow_high_T200_cap41,mix_broad_low_narrow_high,41,capmatch,-0.0003557080924510956,-0.0012721254482865334,0.0005449921958148478,0.00046462931353328884,0.5035,1,2000,1,,,,,,,,,,,,False,none,0.053740935683250425,0.054096643775701524,35.865,41.044,41.0,0.1710353535353535,0.19696969696969693
phi_k16_perstep,always_search,cell,C,C,50,mix_broad_low_narrow_high_T50_cap17,mix_broad_low_narrow_high,17,capmatch,-0.0026202270835638045,-0.004848464569076895,-0.00042648749873042173,0.001146757505840664,0.50775,1,2000,1,,,,,,,,,,,,False,none,0.0993309083133936,0.1019511353969574,14.6575,16.5525,17.0,0.2636979166666667,0.3125
phi_k16_perstep,always_search,cell,C,C,100,mix_bulk_half_tiny_cluster_high_T100_cap22,mix_bulk_half_tiny_cluster_high,22,capmatch,0.001856736570596695,-0.0010895495407283304,0.0048351495541632174,0.0015187613675998325,0.50175,1,2000,1,,,,,,,,,,,,False,none,0.1711789886802435,0.1693222521096468,20.1,22.168,22.0,0.1846938775510204,0.20408163265306117
phi_k16_perstep,always_search,cell,C,C,200,mix_bulk_half_tiny_cluster_high_T200_cap38,mix_bulk_half_tiny_cluster_high,38,capmatch,0.006592147290706635,0.0035932977505028253,0.009657209599763156,0.0015327918943868184,0.4875,1,2000,1,,,,,,,,,,,,False,none,0.1102216993868351,0.10362955209612847,34.092,38.329,38.0,0.16208080808080808,0.18181818181818182
phi_k16_perstep,always_search,cell,C,C,50,mix_bulk_half_tiny_cluster_high_T50_cap14,mix_bulk_half_tiny_cluster_high,14,capmatch,0.002820424720644951,-0.00024442627914249754,0.005860610140115022,0.0015362488984486287,0.4965,1,2000,1,,,,,,,,,,,,False,none,0.2145833234488964,0.21176289872825146,12.726,14.28,14.0,0.22345833333333331,0.25
phi_k16_perstep,always_search,cell,C,C,100,mix_many_mediocre_rare_excellent_T100_cap21,mix_many_mediocre_rare_excellent,21,capmatch,0.0007390529364347457,-0.0014519848644733429,0.0029910216633230436,0.00113068544960723,0.49724999999999997,1,2000,1,,,,,,,,,,,,False,none,0.16713416939973832,0.16639511646330357,18.949,21.022,21.0,0.17294897959183672,0.19387755102040807
phi_k16_perstep,always_search,cell,C,C,200,mix_many_mediocre_rare_excellent_T200_cap36,mix_many_mediocre_rare_excellent,36,capmatch,0.003936248824000358,0.001713395109027624,0.006229820763692258,0.0011482474579245,0.4915,1,2000,1,,,,,,,,,,,,False,none,0.12295429456233978,0.11901804573833942,32.183,35.583,36.0,0.15243939393939393,0.1717171717171717
phi_k16_perstep,always_search,cell,C,C,50,mix_many_mediocre_rare_excellent_T50_cap14,mix_many_mediocre_rare_excellent,14,capmatch,0.0017244597673416137,-0.0012137040559202427,0.0046609212674200515,0.0014893927292386673,0.497,1,2000,1,,,,,,,,,,,,False,none,0.17604311673343181,0.1743186569660902,12.383,13.765,14.0,0.2163125,0.25
phi_k16_perstep,always_search,pooled,A,all,all,,all,matched,,0.00010196727412403565,-0.00026424337361046716,0.00045439282188793485,0.0001839031088870419,0.49862500000000004,24,48000,8,-0.0008757296201055494,0.0010796641683536207,0.0004134681836114214,0.8122824617885983,0.8046875,-0.0009607878254171212,0.0010204635388884442,-0.0006550004169403109,0.0008314634696633822,,,False,env_mean_t,0.11876419655642349,0.11866222928229946,30.892416666666666,32.63495833333334,32.708333333333336,0.2931712257030337,0.3150547782244211
phi_k16_perstep,always_search,horizon,A,all,50,,all,matched,,-0.0005625202262599487,-0.0013881764737016056,0.0002833804309098922,0.0004277821115307781,0.502125,8,16000,8,-0.0021046181705981206,0.0009795777180782233,0.0006521534841315411,0.41694961541376785,0.40625,-0.002308942196249815,0.0008894409984994999,-0.0017489525592245625,0.0006375186275690795,,,False,env_mean_t,0.1284624379991674,0.1290249582254273,20.016062499999997,21.785062500000002,21.875,0.3753346354166667,0.4140625
phi_k16_perstep,always_search,horizon,A,all,100,,all,matched,,0.0003282213718630374,-0.00022309490351472063,0.0008846994747174901,0.0002835933805828152,0.49790625,8,16000,8,-0.001017807516172406,0.0016742502598984807,0.0005692358467222746,0.5822679734299511,0.7265625,-0.0006207286353259637,0.002787930752335232,-0.0005537725200760179,0.0014908435826306232,,,False,env_mean_t,0.12027377793518826,0.11994555656332523,32.5429375,34.2608125,34.25,0.3116626275510204,0.3290816326530612
phi_k16_perstep,always_search,horizon,A,all,200,,all,matched,,0.0005402006767690182,0.0001548031777609141,0.0009308076787739992,0.0001984370384355525,0.49584375,8,16000,8,-0.00046800957290749935,0.0015484109264455358,0.00042637228684320506,0.24568918628490516,0.25,-0.00035903421189464825,0.0016364857671368963,-0.00021355395019054415,0.0013531718679238107,,,False,env_mean_t,0.10755637373491482,0.10701617305814579,40.11825,41.859,42.0,0.19251641414141413,0.20202020202020202
phi_k16_perstep,always_search,pooled,C,all,all,,all,matched,,0.0015464556763569513,0.0007496772904362943,0.002369736936398678,0.0004153882961309675,0.49850000000000005,9,18000,3,,,,,,,,,,-0.0012503230075041453,0.00375643619398276,True,range,0.13151904944082102,0.12997259376446407,22.52738888888889,25.31811111111111,25.333333333333332,0.19429068247669437,0.22173979019217113
phi_k16_perstep,always_search,horizon,C,all,50,,all,matched,,0.0006415524681409201,-0.0009522161569446322,0.002211386607959866,0.0008091260870712865,0.5004166666666667,3,6000,3,,,,,,,,,,-0.0026202270835638045,0.002820424720644951,True,range,0.1633191161652406,0.1626775636970997,13.2555,14.865833333333333,15.0,0.23448958333333333,0.2708333333333333
