test,cell,policy,env_id,family,horizon,cap,n_on,n_corpus,corpus_scope,n_features,n_features_nonclock,knn_applicable,ood_frac,knn_dist_median,knn_threshold,n_features_standardizable,domain_auc,ood_frac_all,knn_threshold_all,n_features_standardizable_all,domain_auc_all,clock_confounded,domain_auc_CLOCK,domain_auc_QUALITY,domain_auc_EVIDENCE,domain_auc_HISTORY,max_frac_outside,mean_frac_outside,mean_abs_std_shift,max_abs_std_shift,max_ks,worst_feature_by_ks,corpus_score_kind,threshold
A,beta_rare_excellent_T1000_cap64,phi_k16_cs,beta_rare_excellent,A,1000,64,3072,13322,same_horizon,61,50,True,0.21484375,2.365392768432632,3.086063773085247,50,0.9996313476562501,0.326171875,3.3589394963387127,60,0.999836669921875,True,0.9973353678385416,0.9951843261718749,0.9990748697916666,,0.9583333333333334,0.10017503415300547,0.931550893746452,4.893754983315829,0.9583333333333334,f_K,oof,0.1
A,beta_rare_excellent_T1000_cap64,phi_k16_quality,beta_rare_excellent,A,1000,64,3072,13322,same_horizon,35,24,True,0.19596354166666666,1.0955718021134424,1.9837668769561756,24,0.9949746093749999,0.3802083333333333,2.272278730053479,34,0.9995174153645834,True,0.997074951171875,0.9949746093749999,,,0.9583333333333334,0.13686755952380955,1.0877621326304148,4.893754983315829,0.9583333333333334,f_K,oof,0.1
A,beta_rare_excellent_T1000_cap64,rule_reservoir,beta_rare_excellent,A,1000,64,3072,13322,same_horizon,7,5,True,0.5263671875,0.549633462074081,0.5336378750776066,5,0.9866848144531248,0.5403645833333334,0.7694189887507719,7,0.9880320638020834,True,0.9460288492838541,0.9862384440104168,0.7318052978515626,,0.4847005208333333,0.1415550595238095,1.5147442411522383,4.549319034496457,0.901942481187134,est_beta_b,none,0.1
A,beta_rare_excellent_T100_cap64,phi_k16,beta_rare_excellent,A,100,64,3072,19968,same_horizon,62,51,True,0.4938151041666667,2.664660694333298,2.690932688241468,51,0.9979316813151041,0.6552734375,2.895184222421924,61,0.9982559000651041,True,0.99263330078125,0.9972156982421876,0.9961654459635416,,0.5602213541666666,0.06860089045698924,0.958087461945003,4.745026423207061,0.8471053685897436,f_K_over_t,oof,0.1
A,beta_rare_excellent_T100_cap64,phi_k16_all71,beta_rare_excellent,A,100,64,3072,19968,same_horizon,71,60,True,0.7835286458333334,4.383414120349611,3.3671555756726588,60,0.9992809244791667,0.8053385416666666,3.5399113159539133,70,0.9994774576822917,True,0.9935132649739583,0.9978316243489582,0.9971740315755209,0.97299267578125,0.5458984375,0.07333388350938966,1.0026300274425304,4.687711920591013,0.8568709935897436,f_K_over_t,oof,0.1
A,beta_rare_excellent_T100_cap64,phi_k16_cs,beta_rare_excellent,A,100,64,3072,19968,same_horizon,61,50,True,0.5091145833333334,2.6390556686119107,2.617598322946128,50,0.997839803059896,0.65625,2.8220985202048947,60,0.9981190185546874,True,0.9927952473958332,0.997057861328125,0.9959379475911457,,0.5602213541666666,0.06972549521857924,0.9622085509145925,4.745026423207061,0.8471053685897436,f_K_over_t,oof,0.1
A,beta_rare_excellent_T100_cap64,phi_k16_quality,beta_rare_excellent,A,100,64,3072,19968,same_horizon,35,24,True,0.6214192708333334,2.09116339065215,1.67653074554178,24,0.9984951578776041,0.8248697916666666,1.9087718309596509,34,0.9989239908854166,True,0.9968439127604167,0.9984951578776041,,,0.6171875,0.1176153273809524,1.109735846480126,4.8768055278642946,0.8911758814102565,f_K_over_t,oof,0.1
A,beta_rare_excellent_T100_cap64,rule_reservoir,beta_rare_excellent,A,100,64,3072,19968,same_horizon,7,5,True,0.5006510416666666,0.4276233878355573,0.42711657140859954,5,0.9612683512369792,0.4759114583333333,0.642404538402728,7,0.9692921956380207,True,0.8059359130859375,0.9342383626302083,0.8486846516927082,,0.041666666666666664,0.014183407738095236,1.0172051814793777,2.550559223147301,0.7133413461538461,est_beta_b,none,0.1
A,beta_rare_excellent_T200_cap64,phi_k16,beta_rare_excellent,A,200,64,3072,18127,same_horizon,62,51,True,0.3883463541666667,2.725302010417172,2.9774729525839776,51,0.9982347819010418,0.5944010416666666,3.208893160446289,61,0.99949755859375,True,0.9975434163411458,0.9953963216145834,0.9963310546874998,,0.6315104166666666,0.1029223370295699,1.0288583005438168,5.404651335869538,0.8699122711746751,f_K_over_sqrt_t,oof,0.1
A,beta_rare_excellent_T200_cap64,phi_k16_all71,beta_rare_excellent,A,200,64,3072,18127,same_horizon,71,60,True,0.9345703125,5.603640401517261,3.599019124800427,60,0.9998234049479167,0.94140625,3.8094549484871836,70,0.9999349772135416,True,0.9958413085937501,0.9936185709635417,0.9959775390625,0.9068684895833332,0.6497395833333334,0.10989308245305164,0.9812433785021162,5.353089467561614,0.8644011695261212,f_K_over_sqrt_t,oof,0.1
A,beta_rare_excellent_T200_cap64,phi_k16_cs,beta_rare_excellent,A,200,64,3072,18127,same_horizon,61,50,True,0.3929036458333333,2.6658522475202755,2.9060234416912087,50,0.9982481282552084,0.6005859375,3.134038086641085,60,0.99947900390625,True,0.997142333984375,0.9955944824218751,0.9962915852864582,,0.6295572916666666,0.10440146857923498,1.0310353136189694,5.405730120022246,0.8699122711746751,f_K_over_sqrt_t,oof,0.1
